ENST00000509708|ENSP00000425490|BTF3	ddb1e52890c76d63aab892b9adfe9f8a	86	SMART	SM01407	NAC_2	2	40	0.0000000069	T	14-07-2025	IPR002715	Nascent polypeptide-associated complex NAC domain	-	-
ENST00000509708|ENSP00000425490|BTF3	ddb1e52890c76d63aab892b9adfe9f8a	86	ProSiteProfiles	PS51151	NAC A/B domain profile.	1	46	12.26675	T	14-07-2025	IPR002715	Nascent polypeptide-associated complex NAC domain	-	-
ENST00000509708|ENSP00000425490|BTF3	ddb1e52890c76d63aab892b9adfe9f8a	86	FunFam	G3DSA:2.20.70.30:FF:000001	Transcription factor BTF3 homolog	1	53	1.3E-35	T	14-07-2025	-	-	-	-
ENST00000509708|ENSP00000425490|BTF3	ddb1e52890c76d63aab892b9adfe9f8a	86	Pfam	PF01849	NAC domain	2	40	3E-13	T	14-07-2025	IPR002715	Nascent polypeptide-associated complex NAC domain	-	-
ENST00000509708|ENSP00000425490|BTF3	ddb1e52890c76d63aab892b9adfe9f8a	86	PANTHER	PTHR10351	TRANSCRIPTION FACTOR BTF3 FAMILY MEMBER	2	86	3.8E-53	T	14-07-2025	IPR039370	Transcription factor BTF3	-	-
ENST00000509708|ENSP00000425490|BTF3	ddb1e52890c76d63aab892b9adfe9f8a	86	CDD	cd22055	NAC_BTF3	2	68	2.24818E-39	T	14-07-2025	-	-	-	-
ENST00000677654|ENSP00000503643|BTF3	cd5938c260b6822f626c1b1735e1286e	156	ProSiteProfiles	PS51151	NAC A/B domain profile.	38	103	17.662128	T	14-07-2025	IPR002715	Nascent polypeptide-associated complex NAC domain	-	-
ENST00000677654|ENSP00000503643|BTF3	cd5938c260b6822f626c1b1735e1286e	156	FunFam	G3DSA:2.20.70.30:FF:000001	Transcription factor BTF3 homolog	53	110	1.1E-38	T	14-07-2025	-	-	-	-
ENST00000677654|ENSP00000503643|BTF3	cd5938c260b6822f626c1b1735e1286e	156	Gene3D	G3DSA:2.20.70.30	-	53	110	2.7E-32	T	14-07-2025	IPR038187	NAC A/B domain superfamily	-	-
ENST00000677654|ENSP00000503643|BTF3	cd5938c260b6822f626c1b1735e1286e	156	SMART	SM01407	NAC_2	41	97	1.8E-28	T	14-07-2025	IPR002715	Nascent polypeptide-associated complex NAC domain	-	-
ENST00000677654|ENSP00000503643|BTF3	cd5938c260b6822f626c1b1735e1286e	156	PANTHER	PTHR10351	TRANSCRIPTION FACTOR BTF3 FAMILY MEMBER	4	147	5E-110	T	14-07-2025	IPR039370	Transcription factor BTF3	-	-
ENST00000677654|ENSP00000503643|BTF3	cd5938c260b6822f626c1b1735e1286e	156	Pfam	PF01849	NAC domain	41	97	1.1E-22	T	14-07-2025	IPR002715	Nascent polypeptide-associated complex NAC domain	-	-
ENST00000677654|ENSP00000503643|BTF3	cd5938c260b6822f626c1b1735e1286e	156	CDD	cd22055	NAC_BTF3	9	125	8.06086E-75	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	992	1007	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	PANTHER	PTHR21713	NASCENT POLYPEPTIDE ASSOCIATED COMPLEX ALPHA SUBUNIT-RELATED	501	1562	5.5E-121	T	14-07-2025	IPR016641	Nascent polypeptide-associated complex subunit alpha-like	GO:0005854(InterPro)	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	381	458	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	1	13	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	1298	1308	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	449	458	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	275	287	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	550	564	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	1048	1074	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	Coils	Coil	Coil	1504	1531	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	1231	1241	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	385	397	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	1335	1344	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	1172	1182	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	CDD	cd14416	UBA_NACAD	1519	1562	2.1822E-24	T	14-07-2025	IPR041907	NAC-alpha domain-containing protein 1, UBA-like domain	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	FunFam	G3DSA:2.20.70.30:FF:000002	Nascent polypeptide-associated complex (NAC), alpha subunit	1421	1473	1.3E-29	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	195	208	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	Gene3D	G3DSA:1.10.8.10	-	1523	1560	1.2E-16	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	CDD	cd22054	NAC_NACA	1425	1472	3.79755E-24	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	331	340	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	FunFam	G3DSA:1.10.8.10:FF:000006	Putative nascent polypeptide-associated complex subunit alpha	1523	1560	4.5E-20	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	1265	1284	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	1254	1264	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	Gene3D	G3DSA:2.20.70.30	-	1420	1473	8.2E-30	T	14-07-2025	IPR038187	NAC A/B domain superfamily	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	1348	1357	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	249	288	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	953	1423	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	56	110	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	131	226	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	1	24	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	503	941	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	SMART	SM01407	NAC_2	1414	1470	2.4E-26	T	14-07-2025	IPR002715	Nascent polypeptide-associated complex NAC domain	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	ProSiteProfiles	PS51151	NAC A/B domain profile.	1411	1476	18.178352	T	14-07-2025	IPR002715	Nascent polypeptide-associated complex NAC domain	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	Pfam	PF19026	HYPK UBA domain	1527	1561	0.0000056	T	14-07-2025	IPR044034	Nascent polypeptide-associated complex subunit alpha-like, UBA domain	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	MobiDBLite	mobidb-lite	consensus disorder prediction	327	365	-	T	14-07-2025	-	-	-	-
ENST00000490531|ENSP00000420477|NACAD	c0a5700e43d7778c52928be60d855232	1562	Pfam	PF01849	NAC domain	1414	1469	2.6E-18	T	14-07-2025	IPR002715	Nascent polypeptide-associated complex NAC domain	-	-
ENST00000335895|ENSP00000338516|BTF3	92cc174f0f5f4121c6b71a7de9452623	162	ProSiteProfiles	PS51151	NAC A/B domain profile.	38	103	17.662128	T	14-07-2025	IPR002715	Nascent polypeptide-associated complex NAC domain	-	-
ENST00000335895|ENSP00000338516|BTF3	92cc174f0f5f4121c6b71a7de9452623	162	Gene3D	G3DSA:2.20.70.30	-	53	110	3E-32	T	14-07-2025	IPR038187	NAC A/B domain superfamily	-	-
ENST00000335895|ENSP00000338516|BTF3	92cc174f0f5f4121c6b71a7de9452623	162	PANTHER	PTHR10351	TRANSCRIPTION FACTOR BTF3 FAMILY MEMBER	4	162	2.5E-121	T	14-07-2025	IPR039370	Transcription factor BTF3	-	-
ENST00000335895|ENSP00000338516|BTF3	92cc174f0f5f4121c6b71a7de9452623	162	SMART	SM01407	NAC_2	41	97	1.8E-28	T	14-07-2025	IPR002715	Nascent polypeptide-associated complex NAC domain	-	-
ENST00000335895|ENSP00000338516|BTF3	92cc174f0f5f4121c6b71a7de9452623	162	MobiDBLite	mobidb-lite	consensus disorder prediction	126	147	-	T	14-07-2025	-	-	-	-
ENST00000335895|ENSP00000338516|BTF3	92cc174f0f5f4121c6b71a7de9452623	162	Pfam	PF01849	NAC domain	41	97	1.2E-22	T	14-07-2025	IPR002715	Nascent polypeptide-associated complex NAC domain	-	-
ENST00000335895|ENSP00000338516|BTF3	92cc174f0f5f4121c6b71a7de9452623	162	CDD	cd22055	NAC_BTF3	9	125	1.28457E-73	T	14-07-2025	-	-	-	-
ENST00000335895|ENSP00000338516|BTF3	92cc174f0f5f4121c6b71a7de9452623	162	FunFam	G3DSA:2.20.70.30:FF:000001	Transcription factor BTF3 homolog	53	110	1.2E-38	T	14-07-2025	-	-	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	MobiDBLite	mobidb-lite	consensus disorder prediction	713	791	-	T	14-07-2025	-	-	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	Pfam	PF19026	HYPK UBA domain	886	924	0.00000072	T	14-07-2025	IPR044034	Nascent polypeptide-associated complex subunit alpha-like, UBA domain	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	MobiDBLite	mobidb-lite	consensus disorder prediction	739	752	-	T	14-07-2025	-	-	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	Gene3D	G3DSA:2.20.70.30	-	794	846	5.6E-32	T	14-07-2025	IPR038187	NAC A/B domain superfamily	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	MobiDBLite	mobidb-lite	consensus disorder prediction	9	21	-	T	14-07-2025	-	-	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	MobiDBLite	mobidb-lite	consensus disorder prediction	37	96	-	T	14-07-2025	-	-	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	MobiDBLite	mobidb-lite	consensus disorder prediction	754	767	-	T	14-07-2025	-	-	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	CDD	cd22054	NAC_NACA	794	841	4.73289E-26	T	14-07-2025	-	-	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	SMART	SM01407	NAC_2	783	839	1.1E-28	T	14-07-2025	IPR002715	Nascent polypeptide-associated complex NAC domain	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	MobiDBLite	mobidb-lite	consensus disorder prediction	641	658	-	T	14-07-2025	-	-	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	MobiDBLite	mobidb-lite	consensus disorder prediction	1	21	-	T	14-07-2025	-	-	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	FunFam	G3DSA:2.20.70.30:FF:000002	Nascent polypeptide-associated complex (NAC), alpha subunit	790	842	7.5E-32	T	14-07-2025	-	-	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	ProSiteProfiles	PS51151	NAC A/B domain profile.	780	845	18.877752	T	14-07-2025	IPR002715	Nascent polypeptide-associated complex NAC domain	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	MobiDBLite	mobidb-lite	consensus disorder prediction	60	75	-	T	14-07-2025	-	-	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	CDD	cd14415	UBA_NACA_NACP1	879	924	1.30368E-27	T	14-07-2025	-	-	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	Pfam	PF01849	NAC domain	783	838	5.7E-20	T	14-07-2025	IPR002715	Nascent polypeptide-associated complex NAC domain	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	PANTHER	PTHR21713	NASCENT POLYPEPTIDE ASSOCIATED COMPLEX ALPHA SUBUNIT-RELATED	100	925	1.9E-108	T	14-07-2025	IPR016641	Nascent polypeptide-associated complex subunit alpha-like	GO:0005854(InterPro)	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	MobiDBLite	mobidb-lite	consensus disorder prediction	634	695	-	T	14-07-2025	-	-	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	MobiDBLite	mobidb-lite	consensus disorder prediction	723	738	-	T	14-07-2025	-	-	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	FunFam	G3DSA:1.10.8.10:FF:000006	Putative nascent polypeptide-associated complex subunit alpha	886	923	7E-24	T	14-07-2025	-	-	-	-
ENST00000550952|ENSP00000448035|NACA	f7dc8ee3b5014d02518abe80d20fc0bc	925	Gene3D	G3DSA:1.10.8.10	-	886	923	8.3E-19	T	14-07-2025	-	-	-	-
ENST00000472944|ENSP00000436712|BTF3L4	d6f8dacaedc432f7f2c3f65d52edf7c2	100	MobiDBLite	mobidb-lite	consensus disorder prediction	66	100	-	T	14-07-2025	-	-	-	-
ENST00000472944|ENSP00000436712|BTF3L4	d6f8dacaedc432f7f2c3f65d52edf7c2	100	PANTHER	PTHR10351	TRANSCRIPTION FACTOR BTF3 FAMILY MEMBER	1	100	1.4E-66	T	14-07-2025	IPR039370	Transcription factor BTF3	-	-
ENST00000472944|ENSP00000436712|BTF3L4	d6f8dacaedc432f7f2c3f65d52edf7c2	100	CDD	cd22055	NAC_BTF3	1	62	1.48013E-37	T	14-07-2025	-	-	-	-
ENST00000472944|ENSP00000436712|BTF3L4	d6f8dacaedc432f7f2c3f65d52edf7c2	100	FunFam	G3DSA:2.20.70.30:FF:000001	Transcription factor BTF3 homolog	1	47	2.4E-26	T	14-07-2025	-	-	-	-
ENST00000472944|ENSP00000436712|BTF3L4	d6f8dacaedc432f7f2c3f65d52edf7c2	100	ProSiteProfiles	PS51151	NAC A/B domain profile.	1	40	10.884602	T	14-07-2025	IPR002715	Nascent polypeptide-associated complex NAC domain	-	-
ENST00000472944|ENSP00000436712|BTF3L4	d6f8dacaedc432f7f2c3f65d52edf7c2	100	MobiDBLite	mobidb-lite	consensus disorder prediction	76	92	-	T	14-07-2025	-	-	-	-
ENST00000472944|ENSP00000436712|BTF3L4	d6f8dacaedc432f7f2c3f65d52edf7c2	100	Gene3D	G3DSA:2.20.70.30	-	1	47	4E-25	T	14-07-2025	IPR038187	NAC A/B domain superfamily	-	-
ENST00000472944|ENSP00000436712|BTF3L4	d6f8dacaedc432f7f2c3f65d52edf7c2	100	Pfam	PF01849	NAC domain	1	33	0.0000000019	T	14-07-2025	IPR002715	Nascent polypeptide-associated complex NAC domain	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	Gene3D	G3DSA:2.20.70.30	-	1947	1999	1.4E-31	T	14-07-2025	IPR038187	NAC A/B domain superfamily	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	1183	1199	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	1154	1170	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	1114	1130	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	1744	1756	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	1876	1891	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	9	21	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	37	96	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	Pfam	PF19026	HYPK UBA domain	2039	2077	0.0000018	T	14-07-2025	IPR044034	Nascent polypeptide-associated complex subunit alpha-like, UBA domain	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	1647	1656	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	ProSiteProfiles	PS51151	NAC A/B domain profile.	1933	1998	18.877752	T	14-07-2025	IPR002715	Nascent polypeptide-associated complex NAC domain	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	1470	1481	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	1	21	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	CDD	cd14415	UBA_NACA_NACP1	2032	2077	2.91609E-27	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	1345	1366	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	60	75	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	1206	1222	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	595	614	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	PANTHER	PTHR21713	NASCENT POLYPEPTIDE ASSOCIATED COMPLEX ALPHA SUBUNIT-RELATED	1379	2078	2.4E-79	T	14-07-2025	IPR016641	Nascent polypeptide-associated complex subunit alpha-like	GO:0005854(InterPro)	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	1131	1147	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	SMART	SM01407	NAC_2	1936	1992	1.1E-28	T	14-07-2025	IPR002715	Nascent polypeptide-associated complex NAC domain	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	1045	1067	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	732	1944	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	CDD	cd22054	NAC_NACA	1947	1994	8.23242E-26	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	1626	1637	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	1907	1920	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	1485	1507	-	T	14-07-2025	-	-	-	-
ENST00000454682|ENSP00000403817|NACA	fd7bcda26876c10ffa08a3441b0a67fe	2078	MobiDBLite	mobidb-lite	consensus disorder prediction	775	786	-	T	14-07-2025	-	-	-	-
